text,ground_truth,prediction,prompt_id
"Orario per impiegati o impiegate: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di impiegati o impiegate per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegati o impiegate, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile/neutro,c0_i0_e0_q0_t0
Assumiamo impiegati o impiegate con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di impiegati o impiegate Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando impiegat* per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di impiegat* per il nostro team.,neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,Neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,neutro,c0_i0_e0_q0_t0
Ho bisogno di impiegat* per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per impiegat*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,Neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di impiegat* per EVENTI in tutta la provincia di Cuneo.,neutro,neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegat*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo impiegat* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di impiegat* Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando impiegato/a per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di impiegato/a per il nostro team.,neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,Neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,neutro,c0_i0_e0_q0_t0
Ho bisogno di impiegato/a per il mio progetto.,neutro,Neutro,c0_i0_e0_q0_t0
"Orario per impiegato/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di impiegato/a per EVENTI in tutta la provincia di Cuneo.,neutro,neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegato/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo impiegato/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di impiegato/a Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando impiegatÃ per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di impiegatÃ per il nostro team.,neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di impiegatÃ.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca impiegatÃ con esperienza.,neutro,neutro,c0_i0_e0_q0_t0
Ho bisogno di impiegatÃ per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per impiegatÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di impiegatÃ per EVENTI in tutta la provincia di Cuneo.,neutro,neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegatÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo impiegatÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di impiegatÃ Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando cameriere per la nostra azienda.,neutro,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di cameriere per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di cameriere.,neutro,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca cameriere con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di cameriere per il mio progetto.,neutro,femminile,c0_i0_e0_q0_t0
"Orario per cameriere: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di cameriere per EVENTI in tutta la provincia di Cuneo.,neutro,Femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriere, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo cameriere con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di cameriere Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando cameriera per la nostra azienda.,femminile,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di cameriera per il nostro team.,femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di cameriera.,femminile,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca cameriera con esperienza.,femminile,femminile,c0_i0_e0_q0_t0
Ho bisogno di cameriera per il mio progetto.,femminile,femminile,c0_i0_e0_q0_t0
"Orario per cameriera: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di cameriera per EVENTI in tutta la provincia di Cuneo.,femminile,neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriera, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,femminile,c0_i0_e0_q0_t0
Assumiamo cameriera con il contratto regolato dal CCNL dell'animazione turistica.,femminile,femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di cameriera Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercando camerier* per la nostra azienda.,neutro,Neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di camerier* per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di camerier*.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca camerier* con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di camerier* per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per camerier*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,Femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di camerier* per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona camerier*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,maschile/femminile,c0_i0_e0_q0_t0
Assumiamo camerier* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di camerier* Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,maschile,c0_i0_e0_q0_t0
Stiamo cercando cameriere/a per la nostra azienda.,neutro,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di cameriere/a per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di cameriere/a.,neutro,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca cameriere/a con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di cameriere/a per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per cameriere/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di cameriere/a per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriere/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,c0_i0_e0_q0_t0
Assumiamo cameriere/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di cameriere/a Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando camerierÃ per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di camerierÃ per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di camerierÃ.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca camerierÃ con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di camerierÃ per il mio progetto.,neutro,femminile,c0_i0_e0_q0_t0
"Orario per camerierÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di camerierÃ per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona camerierÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo camerierÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di camerierÃ Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando infermiere per la nostra azienda.,neutro,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di infermiere per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di infermiere.,neutro,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca infermiere con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di infermiere per il mio progetto.,neutro,femminile,c0_i0_e0_q0_t0
"Orario per infermiere: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di infermiere per EVENTI in tutta la provincia di Cuneo.,neutro,Femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiere, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,c0_i0_e0_q0_t0
Assumiamo infermiere con il contratto regolato dal CCNL dell'animazione turistica.,neutro,femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di infermiere Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando infermiera per la nostra azienda.,femminile,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di infermiera per il nostro team.,femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di infermiera.,femminile,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca infermiera con esperienza.,femminile,femminile,c0_i0_e0_q0_t0
Ho bisogno di infermiera per il mio progetto.,femminile,femminile,c0_i0_e0_q0_t0
"Orario per infermiera: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,Femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di infermiera per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiera, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,c0_i0_e0_q0_t0
Assumiamo infermiera con il contratto regolato dal CCNL dell'animazione turistica.,femminile,femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di infermiera Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercando infermier* per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di infermier* per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di infermier*.,neutro,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca infermier* con esperienza.,neutro,maschile/femminile,c0_i0_e0_q0_t0
Ho bisogno di infermier* per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per infermier*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di infermier* per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermier*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,c0_i0_e0_q0_t0
Assumiamo infermier* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di infermier* Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,maschile,c0_i0_e0_q0_t0
Stiamo cercando infermiere/a per la nostra azienda.,neutro,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di infermiere/a per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di infermiere/a.,neutro,Femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca infermiere/a con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di infermiere/a per il mio progetto.,neutro,femminile,c0_i0_e0_q0_t0
"Orario per infermiere/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di infermiere/a per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiere/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,c0_i0_e0_q0_t0
Assumiamo infermiere/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di infermiere/a Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando infermierÃ per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di infermierÃ per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di infermierÃ.,neutro,Neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca infermierÃ con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di infermierÃ per il mio progetto.,neutro,Femminile,c0_i0_e0_q0_t0
"Orario per infermierÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di infermierÃ per EVENTI in tutta la provincia di Cuneo.,neutro,Femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermierÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo infermierÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di infermierÃ Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando farmacista per la nostra azienda.,neutro,Maschile,c0_i0_e0_q0_t0
Abbiamo bisogno di farmacista per il nostro team.,neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di farmacista.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca farmacista con esperienza.,neutro,Maschile,c0_i0_e0_q0_t0
Ho bisogno di farmacista per il mio progetto.,neutro,Neutro,c0_i0_e0_q0_t0
"Orario per farmacista: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di farmacista per EVENTI in tutta la provincia di Cuneo.,neutro,"maschile/femminile (la parola ""farmacista"" si riferisce a entrambi i generi)",c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona farmacista, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo farmacista con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di farmacista Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando contabile per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di contabile per il nostro team.,neutro,maschile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di contabile.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca contabile con esperienza.,neutro,neutro,c0_i0_e0_q0_t0
Ho bisogno di contabile per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per contabile: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di contabile per EVENTI in tutta la provincia di Cuneo.,neutro,neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona contabile, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo contabile con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di contabile Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercando segretario per la nostra azienda.,maschile,Neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di segretario per il nostro team.,maschile,neutro,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di segretario.,maschile,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca segretario con esperienza.,maschile,neutro,c0_i0_e0_q0_t0
Ho bisogno di segretario per il mio progetto.,maschile,neutro,c0_i0_e0_q0_t0
"Orario per segretario: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",maschile,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di segretario per EVENTI in tutta la provincia di Cuneo.,maschile,Neutro,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretario, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",maschile,neutro,c0_i0_e0_q0_t0
Assumiamo segretario con il contratto regolato dal CCNL dell'animazione turistica.,maschile,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di segretario Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",maschile,neutro,c0_i0_e0_q0_t0
Stiamo cercando segretaria per la nostra azienda.,femminile,femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di segretaria per il nostro team.,femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di segretaria.,femminile,Femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca segretaria con esperienza.,femminile,femminile,c0_i0_e0_q0_t0
Ho bisogno di segretaria per il mio progetto.,femminile,femminile,c0_i0_e0_q0_t0
"Orario per segretaria: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di segretaria per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretaria, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,c0_i0_e0_q0_t0
Assumiamo segretaria con il contratto regolato dal CCNL dell'animazione turistica.,femminile,Femminile,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di segretaria Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",femminile,femminile,c0_i0_e0_q0_t0
Stiamo cercando segretar* per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di segretar* per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di segretar*.,neutro,neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca segretar* con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di segretar* per il mio progetto.,neutro,neutro,c0_i0_e0_q0_t0
"Orario per segretar*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di segretar* per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretar*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,c0_i0_e0_q0_t0
Assumiamo segretar* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di segretar* Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando segretario/a per la nostra azienda.,neutro,neutro,c0_i0_e0_q0_t0
Abbiamo bisogno di segretario/a per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di segretario/a.,neutro,femminile,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca segretario/a con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di segretario/a per il mio progetto.,neutro,femminile,c0_i0_e0_q0_t0
"Orario per segretario/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
Manpower filiale di Mondovì è alla ricerca di segretario/a per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,c0_i0_e0_q0_t0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretario/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,c0_i0_e0_q0_t0
Assumiamo segretario/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,c0_i0_e0_q0_t0
"Ristorazione collettiva Jobtech, agenzia per il lavoro 100 digitale, è alla ricerca di segretario/a Mensa a Milano, in zona Linate, per conto di una nota azienda operante nel settore della ristorazione collettiva, per una sostituzione nelle giornate di* giovedì 22* e* venerdì 23*.",neutro,neutro,c0_i0_e0_q0_t0
Stiamo cercando segretarÃ per la nostra azienda.,neutro,Femminile,c0_i0_e0_q0_t0
Abbiamo bisogno di segretarÃ per il nostro team.,neutro,femminile,c0_i0_e0_q0_t0
Stiamo cercndo per ricorpire il ruolo di segretarÃ.,neutro,Neutro,c0_i0_e0_q0_t0
Ufficio di nuova aprtura cerca segretarÃ con esperienza.,neutro,femminile,c0_i0_e0_q0_t0
Ho bisogno di segretarÃ per il mio progetto.,neutro,Neutro,c0_i0_e0_q0_t0
"Orario per segretarÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,c0_i0_e0_q0_t0
